order_id,payment_id,user_id,product_id,category,sub_category,timestamp,price,quantity,discount_pct,total_amount,payment_method,order_status,is_fraud
32,32,1832,2262,Electronics,Mobiles & Laptops,2022-06-28 20:58:28,480.53,4,20.1,1535.77,Debit Card,Returned,0
33,33,1059,2809,Electronics,Mobiles & Laptops,2022-12-16 18:59:53,320.33,3,21.5,754.38,UPI,Completed,0
34,34,2107,2845,Electronics,Mobiles & Laptops,2022-07-24 19:47:20,396.21,1,6.0,372.44,Credit Card,Completed,0
35,35,1960,2189,Home & Kitchen,Furniture & Decor,2022-07-21 11:36:05,320.55,2,2.0,628.28,UPI,Completed,0
36,36,2132,2782,Fashion,Clothing & Accessories,2022-12-15 14:47:08,195.53,1,6.2,183.41,UPI,Returned,0
37,37,1708,2204,Fashion,Clothing & Accessories,2022-07-27 20:14:01,179.54,1,5.9,168.95,Net Banking,Cancelled,0
38,38,2137,2235,Fashion,Clothing & Accessories,2022-10-06 05:39:27,467.4,3,3.0,1360.13,Debit Card,Completed,0
39,39,1069,2581,Home & Kitchen,Furniture & Decor,2022-12-15 19:31:07,141.07,3,13.7,365.23,UPI,Completed,0
40,40,1181,2295,Fashion,Clothing & Accessories,2022-04-07 23:18:46,411.26,1,6.5,384.53,Debit Card,Completed,0
41,41,1875,2030,Sports & Fitness,Exercise Equipment,2022-12-12 16:41:29,316.08,1,9.3,286.68,UPI,Completed,0
42,42,1788,2408,Sports & Fitness,Exercise Equipment,2022-11-09 07:35:03,474.74,2,10.6,848.84,UPI,Cancelled,0
43,43,1960,2621,Home & Kitchen,Furniture & Decor,2022-11-02 00:32:39,428.76,2,9.0,780.34,Credit Card,Cancelled,0
44,44,1581,2573,Appliances,Large Appliances,2022-08-11 20:08:05,418.51,1,8.4,383.36,UPI,Completed,0
45,45,1916,2321,Fashion,Clothing & Accessories,2022-11-24 12:27:18,165.46,1,13.1,143.78,Wallet,Completed,0
46,46,2088,2530,Home & Kitchen,Furniture & Decor,2022-12-25 22:35:54,209.55,3,4.7,599.1,Net Banking,Completed,0
47,47,1433,2153,Appliances,Large Appliances,2022-04-15 13:57:59,424.56,1,12.1,373.19,Credit Card,Completed,0
48,48,2042,2497,Fashion,Clothing & Accessories,2022-03-12 07:55:18,310.22,1,10.8,276.72,UPI,Completed,0
49,49,2055,2577,Fashion,Clothing & Accessories,2022-12-17 19:11:26,461.81,2,16.7,769.38,Net Banking,Completed,0
50,50,1957,2337,Sports & Fitness,Exercise Equipment,2022-07-19 21:06:53,210.38,3,18.6,513.75,UPI,Completed,0
51,51,1833,2676,Appliances,Large Appliances,2022-10-11 22:41:39,615.93,2,10.4,1103.75,Net Banking,Completed,0
52,52,2087,2133,Electronics,Mobiles & Laptops,2022-06-02 18:35:38,426.82,1,17.9,350.42,Credit Card,Completed,0
53,53,1081,2092,Home & Kitchen,Furniture & Decor,2022-07-21 19:41:09,107.18,1,5.8,100.96,UPI,Completed,0
54,54,1154,2702,Electronics,Mobiles & Laptops,2022-07-07 14:56:24,662.11,1,6.4,619.73,Credit Card,Completed,0
55,55,1721,2831,Home & Kitchen,Furniture & Decor,2022-02-17 12:29:43,228.88,1,9.5,207.14,UPI,Completed,0
56,56,1742,2540,Home & Kitchen,Furniture & Decor,2022-08-26 14:09:08,320.35,2,4.4,612.51,Debit Card,Completed,0
57,57,1853,2303,Appliances,Large Appliances,2022-09-17 13:06:29,655.84,2,18.8,1065.08,Debit Card,Completed,0
58,58,1478,2600,Fashion,Clothing & Accessories,2022-10-06 19:53:25,178.62,2,7.3,331.16,UPI,Completed,0
59,59,1232,2602,Electronics,Mobiles & Laptops,2022-11-11 22:55:51,734.46,3,14.0,1894.91,UPI,Completed,0
60,60,2002,2266,Electronics,Mobiles & Laptops,2022-01-04 01:41:30,822.97,1,15.7,693.76,Credit Card,Completed,0
61,61,1545,2744,Books,Educational,2022-07-22 22:43:25,123.01,2,14.6,210.1,Wallet,Completed,0
62,62,1776,2115,Home & Kitchen,Furniture & Decor,2022-01-16 17:41:15,385.59,2,2.8,749.59,Credit Card,Completed,0
63,63,1776,2089,Home & Kitchen,Furniture & Decor,2022-01-06 21:47:44,205.32,1,7.1,190.74,Credit Card,Completed,1
64,64,2092,2600,Fashion,Clothing & Accessories,2022-07-11 00:40:54,234.92,1,12.4,205.79,Debit Card,Cancelled,0
65,65,2049,2611,Fashion,Clothing & Accessories,2022-07-17 16:39:59,405.88,3,0.6,1210.33,Debit Card,Returned,0
66,66,1083,2063,Sports & Fitness,Exercise Equipment,2022-02-21 13:30:07,411.32,1,4.7,391.99,Credit Card,Cancelled,0
67,67,2002,2447,Home & Kitchen,Furniture & Decor,2022-06-08 15:37:58,107.28,1,8.8,97.84,Debit Card,Cancelled,0
68,68,1458,2673,Fashion,Clothing & Accessories,2022-07-14 20:43:41,313.96,3,19.5,758.21,Debit Card,Returned,0
69,69,1669,2637,Fashion,Clothing & Accessories,2022-08-06 10:38:31,222.52,3,6.7,622.83,UPI,Completed,0
70,70,1785,2241,Electronics,Mobiles & Laptops,2022-12-12 18:11:52,425.66,1,5.3,403.1,Wallet,Completed,0
71,71,1139,2441,Home & Kitchen,Furniture & Decor,2022-08-11 19:49:02,139.89,1,8.4,128.14,Debit Card,Completed,0
72,72,2192,2895,Fashion,Clothing & Accessories,2022-12-15 19:53:48,330.39,3,19.1,801.86,UPI,Completed,0
73,73,1362,2844,Home & Kitchen,Furniture & Decor,2022-03-07 21:10:46,296.87,2,8.3,544.46,UPI,Completed,0
74,74,1328,2158,Appliances,Large Appliances,2022-11-15 22:49:49,691.19,2,7.8,1274.55,UPI,Returned,0
75,75,1131,2518,Sports & Fitness,Exercise Equipment,2022-07-21 17:09:48,268.5,1,10.7,239.77,Debit Card,Completed,0
76,76,1293,2424,Appliances,Large Appliances,2022-09-22 12:01:28,813.11,3,24.0,1853.89,UPI,Completed,0
77,77,1764,2087,Appliances,Large Appliances,2022-08-13 19:42:59,552.24,2,20.4,879.17,Debit Card,Cancelled,0
78,78,1725,2731,Electronics,Mobiles & Laptops,2022-07-22 18:55:19,779.44,3,19.6,1880.01,Debit Card,Completed,0
79,79,1219,2541,Fashion,Clothing & Accessories,2022-10-18 17:39:41,363.64,1,6.1,341.46,Credit Card,Completed,0
80,80,1459,2415,Home & Kitchen,Furniture & Decor,2022-09-13 18:47:56,371.39,3,6.7,1039.52,UPI,Cancelled,0
81,81,1899,2524,Electronics,Mobiles & Laptops,2022-03-01 20:34:37,631.07,2,20.1,1008.45,UPI,Returned,0
82,82,2187,2518,Sports & Fitness,Exercise Equipment,2022-10-12 08:48:41,244.18,1,5.6,230.51,Net Banking,Completed,0
83,83,1676,2465,Appliances,Large Appliances,2022-09-23 20:40:42,552.54,1,16.2,463.03,Credit Card,Completed,0
84,84,1266,2683,Electronics,Mobiles & Laptops,2022-11-17 18:06:20,770.87,2,15.1,1308.94,Credit Card,Completed,0
85,85,1010,2101,Sports & Fitness,Exercise Equipment,2022-02-14 20:30:13,258.62,1,6.2,242.59,Credit Card,Completed,0
86,86,2092,2573,Appliances,Large Appliances,2022-08-14 23:44:59,633.53,1,9.0,576.51,Net Banking,Returned,0
87,87,2062,2148,Home & Kitchen,Furniture & Decor,2022-12-17 20:07:44,277.03,1,6.9,257.91,UPI,Completed,0
88,88,1267,2379,Home & Kitchen,Furniture & Decor,2022-02-12 16:02:33,422.59,1,22.0,329.62,UPI,Completed,0
89,89,1061,2302,Home & Kitchen,Furniture & Decor,2022-10-02 21:19:56,270.07,2,2.1,528.8,UPI,Completed,0
90,90,1467,2126,Home & Kitchen,Furniture & Decor,2022-08-10 16:57:21,291.64,1,0.7,289.6,Wallet,Completed,0
91,91,1351,2136,Electronics,Mobiles & Laptops,2022-08-15 09:46:20,757.17,2,14.2,1299.3,UPI,Completed,0
92,92,1826,2239,Electronics,Mobiles & Laptops,2022-10-15 18:41:05,840.15,2,5.9,1581.16,Wallet,Returned,0
93,93,1853,2317,Electronics,Mobiles & Laptops,2022-04-20 15:48:03,636.63,1,13.4,551.32,Net Banking,Completed,0
94,94,1989,2020,Fashion,Clothing & Accessories,2022-01-26 10:53:45,192.1,4,8.6,702.32,Wallet,Completed,0
95,95,1771,2622,Appliances,Large Appliances,2022-12-11 13:26:01,544.19,2,14.8,927.3,Wallet,Completed,0
96,96,2026,2102,Electronics,Mobiles & Laptops,2022-11-05 11:26:43,625.07,1,8.7,570.69,UPI,Completed,0
97,97,2200,2731,Electronics,Mobiles & Laptops,2022-07-11 11:52:57,335.1,1,9.8,302.26,UPI,Completed,0
98,98,1316,2243,Home & Kitchen,Furniture & Decor,2022-03-02 12:35:26,272.54,2,5.8,513.47,UPI,Completed,0
99,99,1610,2276,Fashion,Clothing & Accessories,2022-11-21 19:19:36,343.93,2,1.5,677.54,Credit Card,Completed,0
100,100,1390,2802,Fashion,Clothing & Accessories,2022-11-18 22:58:35,488.77,2,24.7,736.09,Credit Card,Completed,0
101,101,1669,2297,Fashion,Clothing & Accessories,2022-12-09 16:53:43,378.57,1,6.2,355.1,Credit Card,Completed,0
102,102,1193,2861,Fashion,Clothing & Accessories,2022-09-10 07:44:07,328.61,1,19.8,263.55,Wallet,Completed,0
103,103,1495,2216,Fashion,Clothing & Accessories,2022-10-11 17:48:45,363.66,3,4.8,1038.61,Credit Card,Completed,0
104,104,1236,2216,Fashion,Clothing & Accessories,2022-10-21 21:38:30,310.93,2,5.3,588.9,UPI,Completed,0
105,105,2109,2714,Electronics,Mobiles & Laptops,2022-11-21 17:34:01,721.98,2,13.1,1254.8,Wallet,Returned,0
106,106,1418,2362,Home & Kitchen,Furniture & Decor,2022-07-27 19:44:00,440.21,2,17.0,730.75,UPI,Completed,0
107,107,1645,2227,Fashion,Clothing & Accessories,2022-10-07 07:39:40,410.1,2,10.2,736.54,UPI,Completed,0
108,108,2098,2372,Home & Kitchen,Furniture & Decor,2022-10-01 10:52:40,112.88,2,19.1,182.64,Credit Card,Returned,0
109,109,1875,2175,Fashion,Clothing & Accessories,2022-10-19 09:37:08,343.12,2,8.5,627.91,Debit Card,Completed,0
110,110,1373,2536,Fashion,Clothing & Accessories,2022-01-23 18:39:16,405.11,1,22.0,315.99,Debit Card,Returned,1
111,111,2062,2657,Electronics,Mobiles & Laptops,2022-06-28 23:17:07,703.86,2,17.8,1157.15,Debit Card,Completed,0
112,112,1516,2739,Books,Educational,2022-08-01 13:21:05,83.68,1,6.3,78.41,Wallet,Cancelled,0
113,113,1967,2707,Fashion,Clothing & Accessories,2022-04-10 06:40:06,298.34,1,3.7,287.3,UPI,Completed,0
114,114,1256,2343,Electronics,Mobiles & Laptops,2022-12-27 06:21:33,804.3,1,12.1,706.98,Wallet,Cancelled,0
115,115,1342,2450,Electronics,Mobiles & Laptops,2022-02-02 21:24:20,758.46,2,13.7,1309.1,Wallet,Completed,0
116,116,2018,2822,Electronics,Mobiles & Laptops,2022-02-22 06:03:18,565.15,1,14.4,483.77,Wallet,Completed,0
117,117,1103,2239,Electronics,Mobiles & Laptops,2022-08-15 19:56:39,818.75,2,14.4,1401.7,Debit Card,Completed,0
118,118,1222,2465,Appliances,Large Appliances,2022-01-23 06:50:53,632.75,2,6.6,1181.98,UPI,Completed,0
119,119,1846,2364,Electronics,Mobiles & Laptops,2022-05-26 05:08:19,552.6,2,11.7,975.89,Credit Card,Completed,0
120,120,1990,2319,Fashion,Clothing & Accessories,2022-08-20 12:23:00,354.28,1,2.2,346.49,Credit Card,Returned,0
121,121,1459,2520,Fashion,Clothing & Accessories,2022-06-07 17:12:50,436.71,2,6.1,820.14,UPI,Completed,0
122,122,1074,2479,Electronics,Mobiles & Laptops,2022-12-20 11:21:10,659.86,1,13.7,569.46,UPI,Returned,0
123,123,1399,2225,Books,Educational,2022-08-07 10:47:49,187.99,2,18.9,304.92,Net Banking,Completed,0
124,124,1122,2410,Electronics,Mobiles & Laptops,2022-02-01 16:09:18,410.55,4,12.3,1440.21,Credit Card,Completed,0
125,125,1136,2045,Electronics,Mobiles & Laptops,2022-04-09 18:21:54,885.19,1,9.3,802.87,Credit Card,Completed,0
126,126,1287,2104,Home & Kitchen,Furniture & Decor,2022-11-04 12:13:19,107.35,2,5.7,202.46,Credit Card,Completed,0
127,127,1980,2540,Home & Kitchen,Furniture & Decor,2022-12-03 08:56:59,441.99,3,13.2,1150.94,UPI,Completed,0
128,128,1861,2384,Fashion,Clothing & Accessories,2022-12-25 17:12:54,261.28,1,9.5,236.46,Credit Card,Returned,0
129,129,1652,2645,Electronics,Mobiles & Laptops,2022-12-16 10:05:50,777.37,3,17.8,1916.99,Credit Card,Completed,1
130,130,1045,2398,Appliances,Large Appliances,2022-08-15 09:45:23,738.09,2,12.6,1290.18,Credit Card,Completed,0
131,131,1592,2275,Electronics,Mobiles & Laptops,2022-10-07 10:12:28,648.71,1,16.9,539.08,Wallet,Completed,0
132,132,1622,2586,Electronics,Mobiles & Laptops,2022-02-25 07:28:33,394.33,2,8.8,719.26,UPI,Completed,0
133,133,1311,2345,Electronics,Mobiles & Laptops,2022-11-11 11:01:11,555.66,1,11.1,493.98,Credit Card,Completed,0
134,134,1667,2302,Home & Kitchen,Furniture & Decor,2022-11-08 08:04:23,394.91,2,9.7,713.21,UPI,Completed,0
135,135,2144,2257,Electronics,Mobiles & Laptops,2022-05-23 16:08:54,481.63,2,15.3,815.88,Debit Card,Returned,0
136,136,1982,2789,Appliances,Large Appliances,2022-07-13 19:48:41,534.76,3,20.7,1272.19,UPI,Completed,0
137,137,1478,2887,Electronics,Mobiles & Laptops,2022-08-17 16:35:48,538.5,1,20.0,430.8,Credit Card,Returned,0
138,138,2156,2321,Fashion,Clothing & Accessories,2022-07-15 14:35:01,446.03,2,23.8,679.75,UPI,Completed,0
139,139,1243,2512,Fashion,Clothing & Accessories,2022-07-22 19:48:49,433.64,3,11.8,1147.41,Debit Card,Completed,0
140,140,2118,2805,Books,Educational,2022-12-19 17:38:58,54.83,1,14.7,46.77,Debit Card,Returned,0
141,141,1836,2401,Home & Kitchen,Furniture & Decor,2022-06-15 17:19:05,122.3,1,7.1,113.62,UPI,Completed,0
142,142,2111,2618,Electronics,Mobiles & Laptops,2022-12-10 10:18:42,593.17,1,6.0,557.58,Credit Card,Completed,0
143,143,1170,2176,Home & Kitchen,Furniture & Decor,2022-12-05 15:30:47,214.37,3,5.9,605.17,UPI,Cancelled,0
144,144,1328,2892,Appliances,Large Appliances,2022-08-20 16:19:37,492.55,2,19.2,795.96,UPI,Returned,0
145,145,1193,2008,Home & Kitchen,Furniture & Decor,2022-10-08 15:58:36,446.88,2,21.5,701.6,Wallet,Completed,0
146,146,1826,2295,Fashion,Clothing & Accessories,2022-11-26 11:39:52,376.2,4,11.9,1325.73,Wallet,Completed,0
147,147,1529,2751,Fashion,Clothing & Accessories,2022-10-04 13:02:15,301.23,1,9.9,271.41,Wallet,Completed,0
148,148,1181,2299,Electronics,Mobiles & Laptops,2022-12-16 13:48:35,699.99,1,15.9,588.69,UPI,Completed,0
149,149,1901,2785,Electronics,Mobiles & Laptops,2022-04-02 14:04:40,767.71,2,8.3,1407.98,Debit Card,Returned,0
150,150,1164,2877,Fashion,Clothing & Accessories,2022-10-05 12:47:29,218.04,1,10.0,196.24,Credit Card,Completed,0
151,151,1807,2731,Electronics,Mobiles & Laptops,2022-11-06 20:38:06,870.01,1,21.4,683.83,UPI,Completed,0
152,152,1761,2080,Electronics,Mobiles & Laptops,2022-08-06 10:02:57,702.84,1,10.5,629.04,Debit Card,Completed,0
153,153,1409,2831,Home & Kitchen,Furniture & Decor,2022-02-23 11:03:38,283.01,2,9.9,509.98,UPI,Completed,0
154,154,1528,2384,Fashion,Clothing & Accessories,2022-01-01 12:12:43,468.06,1,0.2,467.12,Debit Card,Completed,0
155,155,1887,2172,Appliances,Large Appliances,2022-11-11 16:12:39,725.81,1,15.3,614.76,UPI,Completed,0
156,156,1686,2238,Home & Kitchen,Furniture & Decor,2022-07-11 01:13:29,174.82,1,2.6,170.27,UPI,Completed,0
157,157,1168,2378,Sports & Fitness,Exercise Equipment,2022-11-16 23:06:45,217.58,3,6.2,612.27,Credit Card,Cancelled,0
158,158,1997,2258,Home & Kitchen,Furniture & Decor,2022-10-22 21:49:44,435.66,2,14.7,743.24,UPI,Completed,0
159,159,1373,2326,Electronics,Mobiles & Laptops,2022-01-19 14:32:40,886.81,3,6.4,2490.16,Debit Card,Completed,0
160,160,1956,2239,Electronics,Mobiles & Laptops,2022-05-14 19:39:05,312.73,3,7.5,867.83,UPI,Completed,0
161,161,1541,2385,Books,Educational,2022-10-15 18:21:08,80.66,1,13.9,69.45,UPI,Completed,0
162,162,1745,2811,Sports & Fitness,Exercise Equipment,2022-01-28 18:21:15,591.03,2,4.3,1131.23,UPI,Completed,0
163,163,1672,2821,Home & Kitchen,Furniture & Decor,2022-07-11 09:40:00,340.57,2,9.1,619.16,UPI,Completed,0
164,164,1837,2650,Appliances,Large Appliances,2022-04-18 20:59:13,846.41,2,6.9,1576.02,UPI,Completed,0
165,165,1641,2169,Fashion,Clothing & Accessories,2022-05-10 16:40:12,402.59,1,8.5,368.37,UPI,Returned,0
166,166,1604,2408,Sports & Fitness,Exercise Equipment,2022-10-14 19:52:50,351.09,2,13.5,607.39,Credit Card,Completed,0
167,167,1800,2778,Books,Educational,2022-09-06 11:29:19,185.97,2,15.7,313.55,Credit Card,Completed,0
168,168,1393,2342,Electronics,Mobiles & Laptops,2022-04-01 20:46:46,381.99,1,7.3,354.1,UPI,Completed,0
169,169,1156,2761,Electronics,Mobiles & Laptops,2022-10-14 20:58:07,523.89,1,14.6,447.4,Credit Card,Completed,0
170,170,1169,2262,Electronics,Mobiles & Laptops,2022-10-21 18:44:03,762.76,2,10.2,1369.92,Debit Card,Cancelled,0
171,171,1104,2490,Books,Educational,2022-10-23 17:09:16,55.18,2,9.5,99.88,Debit Card,Cancelled,0
172,172,1390,2617,Appliances,Large Appliances,2022-03-03 17:58:24,660.25,3,8.2,1818.33,Credit Card,Completed,0
173,173,1943,2194,Home & Kitchen,Furniture & Decor,2022-10-17 22:42:56,406.6,1,13.5,351.71,Credit Card,Completed,0
174,174,1028,2112,Books,Educational,2022-03-24 10:47:25,145.43,2,5.2,275.74,Debit Card,Completed,0
175,175,1155,2002,Home & Kitchen,Furniture & Decor,2022-07-10 18:10:11,133.9,2,6.3,250.93,UPI,Returned,0
176,176,1829,2515,Electronics,Mobiles & Laptops,2022-04-02 18:51:48,869.09,2,21.3,1367.95,UPI,Cancelled,0
177,177,2100,2642,Electronics,Mobiles & Laptops,2022-02-03 12:17:04,847.78,1,14.5,724.85,UPI,Completed,0
178,178,1351,2779,Fashion,Clothing & Accessories,2022-01-19 19:02:06,185.28,1,20.0,148.22,UPI,Returned,0
179,179,2022,2780,Electronics,Mobiles & Laptops,2022-10-11 12:56:21,459.5,1,16.4,384.14,Net Banking,Returned,0
180,180,1288,2409,Home & Kitchen,Furniture & Decor,2022-06-04 00:55:44,232.45,1,5.3,220.13,Credit Card,Cancelled,0
181,181,1914,2617,Appliances,Large Appliances,2022-11-08 12:39:43,455.3,2,24.0,692.06,Debit Card,Completed,0
182,182,1697,2004,Appliances,Large Appliances,2022-01-12 20:51:47,843.78,3,17.2,2095.95,UPI,Completed,0
183,183,1436,2757,Fashion,Clothing & Accessories,2022-12-16 23:54:44,364.41,1,6.4,341.09,Wallet,Returned,0
184,184,1636,2730,Books,Educational,2022-11-17 03:31:50,71.47,1,8.6,65.32,UPI,Cancelled,0
185,185,1846,2173,Sports & Fitness,Exercise Equipment,2022-09-08 10:48:42,558.56,3,7.2,1555.03,Debit Card,Completed,0
186,186,1723,2165,Electronics,Mobiles & Laptops,2022-05-24 11:30:57,857.4,1,10.8,764.8,Debit Card,Completed,0
187,187,1918,2743,Electronics,Mobiles & Laptops,2022-04-19 19:38:04,595.18,2,10.0,1071.32,Debit Card,Completed,0
188,188,1082,2670,Appliances,Large Appliances,2022-11-08 11:18:05,688.95,2,22.1,1073.38,UPI,Completed,0
189,189,1122,2763,Fashion,Clothing & Accessories,2022-06-13 16:00:19,479.7,2,7.5,887.45,UPI,Completed,0
190,190,1758,2328,Appliances,Large Appliances,2022-03-22 16:14:06,747.08,2,19.0,1210.27,Credit Card,Completed,0
191,191,1774,2836,Electronics,Mobiles & Laptops,2022-08-20 11:47:42,865.73,2,12.5,1515.03,Wallet,Returned,1
192,192,1103,2317,Electronics,Mobiles & Laptops,2022-11-19 14:53:13,601.43,2,9.1,1093.4,Credit Card,Returned,0
193,193,1434,2157,Fashion,Clothing & Accessories,2022-11-23 18:59:55,439.76,1,11.0,391.39,Debit Card,Returned,0
194,194,1568,2835,Fashion,Clothing & Accessories,2022-09-11 13:30:22,380.74,3,24.8,858.95,Debit Card,Completed,0
195,195,1688,2290,Electronics,Mobiles & Laptops,2022-07-05 12:50:37,717.83,1,17.8,590.06,Wallet,Completed,0
196,196,1124,2469,Home & Kitchen,Furniture & Decor,2022-08-05 10:51:47,329.12,2,13.8,567.4,UPI,Completed,0
197,197,1109,2105,Fashion,Clothing & Accessories,2022-12-14 18:10:59,387.41,3,2.2,1136.66,UPI,Completed,0
198,198,1109,2121,Electronics,Mobiles & Laptops,2022-12-21 18:15:02,888.17,2,13.9,1529.43,UPI,Completed,0
199,199,1268,2177,Electronics,Mobiles & Laptops,2022-11-22 07:29:55,691.68,1,15.4,585.16,Wallet,Completed,0
200,200,1420,2377,Electronics,Mobiles & Laptops,2022-10-17 10:37:36,306.96,1,6.8,286.09,Net Banking,Completed,0
201,201,1653,2814,Electronics,Mobiles & Laptops,2022-10-10 16:06:20,655.73,1,20.0,524.58,UPI,Cancelled,0
202,202,1833,2416,Appliances,Large Appliances,2022-09-26 15:04:33,765.79,1,16.1,642.5,Wallet,Completed,0
203,203,2165,2128,Electronics,Mobiles & Laptops,2022-03-28 16:11:00,752.1,1,14.9,640.04,Credit Card,Returned,0
204,204,2103,2589,Fashion,Clothing & Accessories,2022-11-02 07:07:32,222.18,1,8.4,203.52,UPI,Cancelled,0
205,205,1670,2001,Electronics,Mobiles & Laptops,2022-12-10 17:28:08,449.0,1,19.2,362.79,Credit Card,Completed,0
206,206,1382,2621,Home & Kitchen,Furniture & Decor,2022-11-08 04:09:19,288.37,1,1.5,284.04,Wallet,Completed,0
207,207,1313,2222,Home & Kitchen,Furniture & Decor,2022-07-18 11:24:41,307.12,1,10.9,273.64,Wallet,Completed,0
208,208,1761,2693,Fashion,Clothing & Accessories,2022-02-24 11:40:44,298.87,3,15.7,755.84,Debit Card,Completed,0
209,209,1312,2841,Books,Educational,2022-06-26 13:01:38,126.71,1,21.4,99.59,UPI,Completed,0
210,210,2004,2562,Home & Kitchen,Furniture & Decor,2022-12-25 11:55:51,242.37,1,1.3,239.22,UPI,Completed,0
211,211,2148,2388,Electronics,Mobiles & Laptops,2022-09-10 16:51:31,871.07,2,6.9,1621.93,UPI,Completed,0
212,212,1825,2565,Sports & Fitness,Exercise Equipment,2022-06-25 13:22:51,308.42,1,0.7,306.26,Debit Card,Cancelled,0
213,213,1424,2871,Home & Kitchen,Furniture & Decor,2022-10-23 09:08:09,240.93,2,3.9,463.07,UPI,Completed,0
214,214,1608,2380,Electronics,Mobiles & Laptops,2022-10-06 13:22:51,724.5,1,14.1,622.35,Credit Card,Completed,0
215,215,1251,2736,Home & Kitchen,Furniture & Decor,2022-11-10 13:20:54,408.49,2,4.6,779.4,UPI,Completed,0
216,216,1160,2170,Electronics,Mobiles & Laptops,2022-12-26 20:27:43,645.19,1,9.3,585.19,Credit Card,Returned,0
217,217,1170,2702,Electronics,Mobiles & Laptops,2022-07-20 10:53:47,898.77,3,15.5,2278.38,UPI,Completed,0
